stock,weight,score,rank
2027,0.047619047619047616,2.680430446197347,1
1210,0.047619047619047616,2.0358872132974484,2
1231,0.047619047619047616,1.9948426587577166,3
3661,0.047619047619047616,1.8101883468497866,4
2379,0.047619047619047616,1.785036747214674,5
5903,0.047619047619047616,1.6350478402392212,6
2812,0.047619047619047616,1.4780878245736175,7
2891,0.047619047619047616,1.332546802624584,8
2603,0.047619047619047616,1.2290110423295115,9
2412,0.047619047619047616,1.1811891080548511,10
2345,0.047619047619047616,1.1781298226025947,11
2723,0.047619047619047616,1.15495965652152,12
2880,0.047619047619047616,1.1380679411391534,13
2454,0.047619047619047616,1.1089552839837278,14
2618,0.047619047619047616,1.0920444464939805,15
2609,0.047619047619047616,1.0898119080089907,16
3034,0.047619047619047616,1.0354440005649512,17
2634,0.047619047619047616,1.0087491358316816,18
2801,0.047619047619047616,0.9792765578835827,19
1215,0.047619047619047616,0.9756208921336738,20
2368,0.047619047619047616,0.8566455886367046,21
