stock,weight,score,rank
2408,0.03749999999999999,5.066116914534467,1
2344,0.03749999999999999,4.752819156610992,2
2308,0.033333333333333326,2.477383430667611,3
2360,0.033333333333333326,2.28107190644514,4
1802,0.09999999999999998,2.2205370268895495,5
2368,0.033333333333333326,2.173486032136247,6
6770,0.03749999999999999,1.996805281039873,7
2449,0.03749999999999999,1.8300392252583748,8
3037,0.033333333333333326,1.7386841435505347,9
2337,0.03749999999999999,1.4744272804350012,10
2451,0.033333333333333326,1.381681423240453,11
1303,0.09999999999999998,1.15308932743713,12
2317,0.033333333333333326,1.075454474974036,13
3443,0.03749999999999999,0.9433317612295168,14
1519,0.1,0.7090229338125168,15
3711,0.03749999999999999,0.7035874912993063,16
2330,0.03749999999999999,0.5768034586420475,17
2345,0.033333333333333326,0.24402754644784294,18
1326,0.09999999999999998,0.2390199745817194,19
2313,0.033333333333333326,0.22132548741260583,20
3231,0.033333333333333326,0.20744125146844863,21
