stock,weight,score,rank
2368,0.025000000125000008,4.479480901750309,1
2408,0.06153846146153846,3.867110789693913,2
3661,0.06153846146153846,3.4501914820794823,3
1519,0.06153846146153846,2.144605786416238,4
2615,0.06153846146153846,2.1086885131825186,5
2345,0.025000000125000008,2.0921894441457503,6
2308,0.025000000125000008,1.64633313628919,7
2360,0.025000000125000008,1.477407735188445,8
1215,0.06153846146153846,1.200223142478716,9
2357,0.025000000125000008,1.0441162846899248,10
3231,0.025000000125000008,0.9683475265437596,11
2376,0.025000000125000008,0.9152965535098755,12
2884,0.06153846146153846,0.8355930846306472,13
1513,0.06153846146153846,0.8226477815174587,14
1503,0.06153846146153846,0.789395624787118,15
2451,0.025000000125000008,0.7556360961489501,16
1802,0.06153846146153846,0.6794863931933015,17
2027,0.06153846146153846,0.661210358019021,18
1210,0.06153846146153846,0.6213588731065744,19
2812,0.06153846146153846,0.5117033274666714,20
2891,0.06153846146153846,0.5045961283224025,21
