stock,weight,score,rank
3037,0.03809523809523809,3.4122378670266276,1
2368,0.03809523809523809,2.788818614727072,2
2360,0.03809523809523809,2.573699153892348,3
3711,0.026666666666666665,2.2971117046618,4
2344,0.026666666666666665,1.8504225432589485,5
1802,0.08888888888888888,1.7421025900266853,6
2308,0.03809523809523809,1.67196235142583,7
2345,0.03809523809523809,1.5366497262351722,8
6770,0.026666666666666665,1.3600598163116573,9
1303,0.08888888888888888,1.199775491272346,10
2451,0.03809523809523809,1.1838702931076226,11
2351,0.026666666666666665,1.0625853253600601,12
1326,0.08888888888888888,0.8356785203952389,13
2313,0.03809523809523809,0.8139953007677949,14
3443,0.026666666666666665,0.7360362908360649,15
2454,0.026666666666666665,0.483992878146506,16
2449,0.026666666666666665,0.47744519694100784,17
2303,0.026666666666666665,0.23688957779924402,18
1590,0.1,0.20101814603278836,19
1519,0.1,0.1820845691360723,20
2330,0.026666666666666665,0.14484954659507857,21
2408,0.026666666666666665,0.11422534766726367,22
