stock,weight,score,rank
2344,0.02916666666666666,5.408471352020074,1
2408,0.02916666666666666,5.176970344505512,2
6770,0.02916666666666666,2.149954483432583,3
2368,0.02916666666666666,2.0087676414298747,4
2308,0.02916666666666666,1.95998435808703,5
2449,0.02916666666666666,1.710843255031526,6
1802,0.07777777777777775,1.7004743788003567,7
1303,0.07777777777777775,1.6849698501029295,8
3037,0.02916666666666666,1.6824182322598733,9
2360,0.02916666666666666,1.5897620806837665,10
3443,0.02916666666666666,1.3720116455609757,11
2451,0.02916666666666666,1.2028334884524248,12
2337,0.02916666666666666,1.0153905019493916,13
2345,0.02916666666666666,0.9028172580611071,14
2313,0.02916666666666666,0.7923287561314881,15
3711,0.02916666666666666,0.6556129576181022,16
2317,0.02916666666666666,0.4309789180273525,17
2330,0.02916666666666666,0.3910708209331774,18
1326,0.07777777777777775,0.3846305621506147,19
1519,0.1,0.2454353138329057,20
2887,0.1,0.1961224469745157,21
2231,0.1,0.1175643452562665,22
