stock,weight,score,rank
3037,0.0380952380952381,5.290481366652543,1
2337,0.026666666666666665,5.16536797803594,2
2408,0.026666666666666665,3.211011156410493,3
2368,0.0380952380952381,2.543202308201477,4
3711,0.026666666666666665,1.911979967601619,5
2360,0.0380952380952381,1.8882444724883738,6
2313,0.0380952380952381,1.7687007608778913,7
2344,0.026666666666666665,1.1746226102962078,8
1802,0.08888888888888889,1.1046911351251911,9
1303,0.08888888888888889,1.0273785050731876,10
2345,0.0380952380952381,1.0165132914573494,11
2451,0.0380952380952381,0.9524410104658086,12
2308,0.0380952380952381,0.8505247076629336,13
6770,0.026666666666666665,0.8027140850413418,14
2454,0.026666666666666665,0.646625561860941,15
2351,0.026666666666666665,0.6086560440908149,16
3443,0.026666666666666665,0.6004795827944427,17
1326,0.08888888888888889,0.5262696294252678,18
2449,0.026666666666666665,0.5144154533258182,19
2303,0.026666666666666665,0.35351324754660746,20
1590,0.1,0.3509645741735791,21
1519,0.1,0.3423322296011781,22
