stock,weight,score,rank
2344,0.0333333335,4.651827786495498,1
2308,0.022222222333333333,2.809509608904497,2
2360,0.022222222333333333,2.3606799294655274,3
6770,0.0333333335,2.320037698713765,4
2368,0.022222222333333333,2.1398477625422183,5
1802,0.09999999966666667,2.0315265727602525,6
2449,0.0333333335,1.956282382936088,7
2451,0.022222222333333333,1.3782188945055291,8
3037,0.022222222333333333,1.329386820107513,9
2317,0.022222222333333333,0.9625794978624436,10
1303,0.09999999966666667,0.9307200442384425,11
3443,0.0333333335,0.8358278628363942,12
1519,0.09999999966666667,0.5556684072579274,13
2330,0.0333333335,0.5418365833729399,14
2345,0.022222222333333333,0.4970377957059155,15
2231,0.09999999966666667,0.4003366776353127,16
2313,0.022222222333333333,0.2919405391985527,17
3231,0.022222222333333333,0.2863744305029052,18
1215,0.09999999966666667,0.0950553870572347,19
3661,0.0333333335,0.061326406209612896,20
2634,0.09999999966666667,0.04982074287659209,21
