stock,weight,score,rank
2408,0.037500000000000006,4.901426877928054,1
2344,0.037500000000000006,4.550836416380004,2
2308,0.03333333333333333,3.1416357871413823,3
6770,0.037500000000000006,2.6432701163876575,4
2360,0.03333333333333333,2.4402879524859147,5
2368,0.03333333333333333,2.10620949294819,6
2449,0.037500000000000006,2.0825255406138012,7
1802,0.1,1.8425161186309553,8
2337,0.037500000000000006,1.5926662382042922,9
2451,0.03333333333333333,1.374756365770605,10
2231,0.1,0.9445241684420645,11
3037,0.03333333333333333,0.920089496664491,12
2317,0.03333333333333333,0.8497045207508511,13
2345,0.03333333333333333,0.750048044963988,14
3443,0.037500000000000006,0.7283239644432715,15
1303,0.1,0.7083507610397548,16
3711,0.037500000000000006,0.6865849253024834,17
2330,0.037500000000000006,0.5068697081038325,18
1519,0.1,0.40231388070333796,19
3231,0.03333333333333333,0.3653076095373617,20
2313,0.03333333333333333,0.3625555909844995,21
