stock,weight,score,rank
3661,0.04000000042050898,4.204940602102645,1
1231,0.06666666579915169,3.0273244780332553,2
2345,0.03333333368375749,3.0011381474617855,3
2312,0.03333333368375749,2.1708345836228866,4
2360,0.03333333368375749,2.018464394306864,5
2027,0.06666666579915169,2.0052948556525694,6
2357,0.03333333368375749,1.7362345893515727,7
6446,0.06666666579915169,1.6607387618358347,8
2618,0.06666666579915169,1.641902941461569,9
2354,0.03333333368375749,1.4256747808255446,10
2368,0.03333333368375749,1.4020917684938208,11
2606,0.05000000025,1.3910661035572383,12
2454,0.04000000042050898,1.274376428009155,13
2603,0.05000000025,1.100566899360675,14
2723,0.06666666579915169,1.037015425107142,15
2609,0.05000000025,0.8269129907131227,16
3443,0.04000000042050898,0.8215532060596196,17
2449,0.04000000042050898,0.791997816378348,18
2330,0.04000000042050898,0.7656585383513127,19
2637,0.05000000025,0.6818933115943034,20
2882,0.06666666579915169,0.6800555335061684,21
