stock,weight,score,rank
2337,0.033333333333333326,3.688284161955506,1
6770,0.033333333333333326,2.731622987700093,2
3037,0.02916666666666666,2.353567487514808,3
2360,0.02916666666666666,2.1743883612315553,4
2313,0.02916666666666666,1.9929181820961541,5
1802,0.07777777777777775,1.3016105489412009,6
2451,0.02916666666666666,1.2760287225836466,7
3711,0.033333333333333326,1.2544448658906435,8
2344,0.033333333333333326,1.20675684189844,9
2308,0.02916666666666666,1.0991122700417386,10
2368,0.02916666666666666,1.05939357758112,11
1303,0.07777777777777775,1.0490676972635806,12
2449,0.033333333333333326,0.8596050164957034,13
1326,0.07777777777777775,0.4280886844914048,14
2345,0.02916666666666666,0.3086959078578324,15
1519,0.1,0.23356817755602893,16
2330,0.033333333333333326,0.20056824426799286,17
2303,0.033333333333333326,0.18557342421856093,18
6446,0.1,0.12733333937536837,19
2887,0.1,0.08396380166102804,20
2312,0.02916666666666666,0.017149124786918064,21
