stock,weight,score,rank
3037,0.03571428571428571,6.087030670983774,1
2337,0.02777777777777778,3.0649139072175835,2
3443,0.02777777777777778,2.717330207374145,3
2454,0.02777777777777778,2.4404382624716514,4
2313,0.03571428571428571,2.3989036118291547,5
2360,0.03571428571428571,2.0904998667523143,6
2303,0.02777777777777778,1.812299022554655,7
3711,0.02777777777777778,1.5633267928211456,8
2345,0.03571428571428571,1.53187855963876,9
2368,0.03571428571428571,1.4978861437117803,10
2351,0.02777777777777778,1.3658001434387135,11
2308,0.03571428571428571,1.2509513996079678,12
2344,0.02777777777777778,0.9471346581956752,13
1802,0.1,0.7945527511984805,14
6770,0.02777777777777778,0.664909755538405,15
2408,0.02777777777777778,0.571994350834333,16
2409,0.1,0.565514519492865,17
1303,0.1,0.5257892424038015,18
6446,0.1,0.44538358079914764,19
2312,0.03571428571428571,0.42975413339848184,20
3008,0.1,0.3065664222729061,21
