stock,weight,score,rank
2027,0.047619047619047616,3.5762168506531307,1
2606,0.047619047619047616,2.0079221048085496,2
2454,0.047619047619047616,1.922029771998233,3
2891,0.047619047619047616,1.7675023732449981,4
2609,0.047619047619047616,1.7636674444030394,5
1231,0.047619047619047616,1.7071779648558132,6
2603,0.047619047619047616,1.6937199525458944,7
3661,0.047619047619047616,1.344690141624903,8
2812,0.047619047619047616,1.2830837422300267,9
2618,0.047619047619047616,1.2654221471368474,10
1210,0.047619047619047616,1.2342761794704356,11
2357,0.047619047619047616,1.1998595541252006,12
2379,0.047619047619047616,1.1870363331041907,13
2723,0.047619047619047616,1.11870372828706,14
2880,0.047619047619047616,1.0086191651062582,15
2637,0.047619047619047616,0.9196472353204118,16
1590,0.047619047619047616,0.9005405254816555,17
2883,0.047619047619047616,0.8889939008454528,18
2610,0.047619047619047616,0.8860789995185058,19
2345,0.047619047619047616,0.7283563386276776,20
2002,0.047619047619047616,0.7248059541397309,21
