stock,weight,score,rank
2408,0.02857142871428571,4.024977792662677,1
2344,0.02857142871428571,4.013646354170224,2
6770,0.02857142871428571,2.7338933965905614,3
2308,0.022222222333333333,2.614396870957734,4
2368,0.022222222333333333,2.394725755687448,5
2360,0.022222222333333333,2.254831996059724,6
2449,0.02857142871428571,2.147334247436356,7
1802,0.09999999966666664,2.028783751914662,8
3037,0.022222222333333333,1.7321275225232893,9
1303,0.09999999966666664,1.7078384898339687,10
3443,0.02857142871428571,1.6067018951415466,11
2451,0.022222222333333333,1.6046480176238767,12
2345,0.022222222333333333,0.8434299137966474,13
2313,0.022222222333333333,0.6932512532028556,14
2317,0.022222222333333333,0.6201495933483431,15
1519,0.09999999966666664,0.5163188527845766,16
2330,0.02857142871428571,0.4644722204845301,17
2231,0.09999999966666664,0.3269051194721401,18
3231,0.022222222333333333,0.22823900171704192,19
1215,0.09999999966666664,0.08792563871838624,20
3661,0.02857142871428571,0.04553913171891086,21
2634,0.09999999966666664,-0.033715402492818264,22
