stock,weight,score,rank
2337,0.022222222517090818,4.195630985085487,1
1303,0.06666666700000003,3.5516113878260196,2
3037,0.03333333377563623,2.7893934657195842,3
2408,0.022222222517090818,2.7288213966499386,4
3711,0.022222222517090818,2.2932463997232704,5
2344,0.022222222517090818,2.1296459496351656,6
6446,0.09999999842309133,2.107510738993142,7
2303,0.022222222517090818,1.9819865547763014,8
2313,0.03333333377563623,1.8447291539522697,9
3443,0.022222222517090818,1.7277844576304284,10
2409,0.09999999842309133,1.4353383130881487,11
2351,0.022222222517090818,1.297454633499497,12
2360,0.03333333377563623,1.2807608110631041,13
2454,0.022222222517090818,0.9150608776504634,14
2345,0.03333333377563623,0.7122840660562471,15
6770,0.022222222517090818,0.6020855882550834,16
1326,0.06666666700000003,0.5995739815488302,17
2308,0.03333333377563623,0.5623356171202917,18
3008,0.09999999842309133,0.5265930793263539,19
1802,0.06666666700000003,0.3911438172643342,20
2883,0.09999999842309133,0.32270656594263686,21
2368,0.03333333377563623,0.32082832866584154,22
