stock,weight,score,rank
2027,0.047619047619047616,2.6721795752411994,1
2606,0.047619047619047616,2.360915960917679,2
2357,0.047619047619047616,1.8957294475915942,3
2723,0.047619047619047616,1.8537903337147,4
2618,0.047619047619047616,1.7485602360204309,5
2345,0.047619047619047616,1.722436882660411,6
3661,0.047619047619047616,1.6771947849221227,7
2637,0.047619047619047616,1.4030240660981967,8
1590,0.047619047619047616,1.2881031490180699,9
1231,0.047619047619047616,1.2857390446415975,10
2891,0.047619047619047616,1.2338774003768174,11
2454,0.047619047619047616,1.2240484216557628,12
2603,0.047619047619047616,1.188748894706021,13
2324,0.047619047619047616,1.1463778130564655,14
2354,0.047619047619047616,1.038525990770345,15
2609,0.047619047619047616,1.0226940544412495,16
2812,0.047619047619047616,0.983218247587471,17
2883,0.047619047619047616,0.9806960552994085,18
3443,0.047619047619047616,0.8884037670997458,19
9904,0.047619047619047616,0.848669169139842,20
2882,0.047619047619047616,0.7972118068527765,21
