stock,weight,score,rank
2368,0.028571429029298535,4.700851497446662,1
1802,0.06666666579915172,4.42982489083522,2
2308,0.028571429029298535,3.4396566862021003,3
2360,0.028571429029298535,2.166525042494676,4
1215,0.06666666579915172,2.073357475767367,5
2345,0.028571429029298535,1.7430976389775876,6
1303,0.06666666579915172,1.2734015299063208,7
2449,0.05000000024999999,1.0238342503545028,8
2408,0.05000000024999999,0.999638813035799,9
2812,0.05000000024999999,0.973522817172429,10
2884,0.05000000024999999,0.9066082720872282,11
3661,0.05000000024999999,0.7604402656240012,12
2317,0.028571429029298535,0.7150328678055478,13
2451,0.028571429029298535,0.6491007070595363,14
2634,0.06666666579915172,0.6402175544843833,15
2337,0.05000000024999999,0.5911218388543968,16
2313,0.028571429029298535,0.5867163972218256,17
2801,0.05000000024999999,0.5815035293204461,18
2412,0.06666666579915172,0.5712211524634814,19
1326,0.06666666579915172,0.5431830006389153,20
2891,0.05000000024999999,0.5122046401901819,21
