stock,weight,score,rank
2337,0.02916666666666666,5.5278859204748025,1
2408,0.02916666666666666,4.445145575363963,2
2344,0.02916666666666666,3.176242149700309,3
6770,0.02916666666666666,2.942505933997386,4
3037,0.033333333333333326,2.7836315638907836,5
2313,0.033333333333333326,2.3850403833504368,6
2360,0.033333333333333326,1.9596953155420964,7
2451,0.033333333333333326,1.1339847946202328,8
3711,0.02916666666666666,1.0920380389277555,9
1303,0.07777777777777775,0.8987533090087714,10
1802,0.07777777777777775,0.880313596915082,11
2368,0.033333333333333326,0.7256918469501438,12
2308,0.033333333333333326,0.6797983702356483,13
2449,0.02916666666666666,0.5706708411249722,14
1326,0.07777777777777775,0.3922953964249621,15
2345,0.033333333333333326,0.27434473224697076,16
2330,0.02916666666666666,0.2599065093758016,17
1519,0.1,0.2522509072314396,18
2303,0.02916666666666666,0.18454133069049436,19
2887,0.1,0.16113132287731743,20
2883,0.1,0.057072650492333794,21
