stock,weight,score,rank
2368,0.03333333349999999,3.3413094273820505,1
2345,0.03333333349999999,2.598324296183921,2
2615,0.04999999993749999,2.3301804785861178,3
3661,0.04999999993749999,2.1739451583689107,4
1231,0.04999999993749999,1.7115384712876742,5
2408,0.04999999993749999,1.6144020950095324,6
2027,0.04999999993749999,1.4932014848907098,7
2609,0.04999999993749999,1.4488310446154395,8
2603,0.04999999993749999,1.3323467770010344,9
1210,0.04999999993749999,1.3084044100337793,10
1590,0.04999999993749999,1.0738808870284513,11
2357,0.03333333349999999,0.9852165486790163,12
3231,0.03333333349999999,0.9848350122526957,13
2812,0.04999999993749999,0.9169936739438157,14
2385,0.03333333349999999,0.8670306162714572,15
2451,0.03333333349999999,0.8598186412125568,16
2891,0.04999999993749999,0.8575943280822376,17
4133,0.04999999993749999,0.7334673330317725,18
2618,0.04999999993749999,0.7241446913661379,19
1215,0.04999999993749999,0.7089924624033404,20
2606,0.04999999993749999,0.6958122188560697,21
2379,0.04999999993749999,0.648801405802849,22
