stock,weight,score,rank
3661,0.05454545428974632,2.941067693512384,1
2345,0.0333333335,2.3617875150610983,2
2027,0.05454545428974632,2.3387372154468844,3
1231,0.05454545428974632,2.156531761337426,4
2606,0.050000000453197656,1.8759910322374587,5
2357,0.0333333335,1.8159820184715834,6
2618,0.05454545428974632,1.6952315887409999,7
2723,0.05454545428974632,1.445402879410921,8
2312,0.0333333335,1.342896011043425,9
2454,0.05454545428974632,1.249212424832459,10
2354,0.0333333335,1.2321003857979447,11
2360,0.0333333335,1.185274478707889,12
2603,0.050000000453197656,1.144657897033348,13
2637,0.050000000453197656,1.0424586888462501,14
2609,0.050000000453197656,0.9248035225771861,15
1590,0.05454545428974632,0.8778029386730195,16
3443,0.05454545428974632,0.8549784865796827,17
2324,0.0333333335,0.8104623776168077,18
2891,0.05454545428974632,0.7557457234071214,19
9904,0.05454545428974632,0.7528771415051658,20
2882,0.05454545428974632,0.7386336701794725,21
