stock,weight,score,rank
2337,0.02777777777777778,2.6736737299562643,1
2303,0.02777777777777778,2.596689042827766,2
3037,0.03125000000000001,2.5620401259685317,3
2454,0.02777777777777778,2.417003882774824,4
2408,0.02777777777777778,2.2693279078888295,5
2344,0.02777777777777778,2.22082916922753,6
3711,0.02777777777777778,2.0593524927367426,7
2360,0.03125000000000001,2.0330778893821657,8
3443,0.02777777777777778,1.969470754002304,9
1303,0.1,1.8566610809224322,10
2351,0.02777777777777778,1.8440928109273895,11
2409,0.1,1.689919486975647,12
6446,0.1,1.4528721302911598,13
2345,0.03125000000000001,1.3245793743628014,14
2368,0.03125000000000001,1.2896547389860469,15
6770,0.02777777777777778,1.2309388707711821,16
2308,0.03125000000000001,1.2150006796794837,17
3008,0.1,1.0816671777029219,18
1802,0.1,1.0709235407880382,19
2451,0.03125000000000001,0.5305506058938865,20
2312,0.03125000000000001,0.44663817959675944,21
2356,0.03125000000000001,0.31138009272055234,22
