stock,weight,score,rank
2308,0.025000000124999998,4.9184602724571125,1
2344,0.028571428714285717,3.2940466666487866,2
2360,0.025000000124999998,3.226410968641372,3
2368,0.025000000124999998,2.8670658975419654,4
1802,0.09999999966666667,2.5847621920512855,5
2449,0.028571428714285717,2.4388163192094474,6
6770,0.028571428714285717,2.089950919511326,7
2345,0.025000000124999998,1.551613712410558,8
2313,0.025000000124999998,1.0800865344973611,9
2231,0.09999999966666667,1.0349890591920625,10
2330,0.028571428714285717,1.0280777302425688,11
3443,0.028571428714285717,0.9623410010590514,12
3661,0.028571428714285717,0.8486382801300332,13
3037,0.025000000124999998,0.7299075005309646,14
1303,0.09999999966666667,0.6902513233492915,15
1519,0.09999999966666667,0.6592252650196091,16
2317,0.025000000124999998,0.572297479250468,17
1215,0.09999999966666667,0.5300830994818483,18
3231,0.025000000124999998,0.4949683398003748,19
2634,0.09999999966666667,0.4539827469556992,20
2337,0.028571428714285717,0.4420326435127079,21
