stock,weight,score,rank
3037,0.04000000053076347,4.2270942672900595,1
1303,0.06666666700000001,3.986988393658765,2
2303,0.022222222517090818,3.0410237100010615,3
2337,0.022222222517090818,2.8226134866844306,4
3711,0.022222222517090818,2.014752047022278,5
6446,0.09999999842309133,1.8581660624303182,6
2454,0.022222222517090818,1.8126915245470565,7
2360,0.04000000053076347,1.7855056595081498,8
2351,0.022222222517090818,1.7802953307458036,9
2313,0.04000000053076347,1.7686078913867154,10
1326,0.06666666700000001,1.3477824890771861,11
2409,0.09999999842309133,1.2970662843091274,12
2408,0.022222222517090818,1.1793002689449368,13
2345,0.04000000053076347,1.0281240797037112,14
3443,0.022222222517090818,0.9079915626788834,15
2883,0.09999999842309133,0.8702596378418437,16
2308,0.04000000053076347,0.8496834851889637,17
2344,0.022222222517090818,0.8172337703470932,18
6770,0.022222222517090818,0.6938737153686814,19
1802,0.06666666700000001,0.6274347484738176,20
2887,0.09999999842309133,0.6218706774163625,21
