stock,weight,score,rank
6770,0.028571428950545336,2.5207400414028003,1
2360,0.028571428950545336,2.389081406921014,2
3037,0.028571428950545336,1.923503411138833,3
2337,0.028571428950545336,1.8486824034362093,4
1802,0.06666666700000004,1.7229075009673198,5
2313,0.028571428950545336,1.6007959808418717,6
2308,0.028571428950545336,1.5184261698478287,7
2451,0.028571428950545336,1.4180726505470604,8
3711,0.028571428950545336,1.4168516928535317,9
2368,0.028571428950545336,1.3930953082120963,10
1303,0.06666666700000004,1.1993820855183899,11
2449,0.028571428950545336,1.1485391918664345,12
1326,0.06666666700000004,0.4638819725578475,13
2345,0.028571428950545336,0.3430470834686941,14
6446,0.09999999842309133,0.23328542400697383,15
1519,0.09999999842309133,0.21488544788061825,16
2303,0.028571428950545336,0.1866055177466275,17
1789,0.09999999842309133,0.1508879127512409,18
2409,0.09999999842309133,0.15022185150150577,19
2330,0.028571428950545336,0.14122997916018412,20
2454,0.028571428950545336,0.08922156471399782,21
