stock,weight,score,rank
2368,0.025000000125000005,4.111835658831321,1
2408,0.06153846146153847,3.818081843223017,2
3661,0.06153846146153847,2.8450916712520984,3
1519,0.06153846146153847,1.9098753353219076,4
2308,0.025000000125000005,1.6324669116733914,5
2615,0.06153846146153847,1.58851043750129,6
1215,0.06153846146153847,1.489829094708413,7
1802,0.06153846146153847,1.4319772615993664,8
2345,0.025000000125000005,1.3057941148534031,9
2360,0.025000000125000005,1.03621140128807,10
2884,0.06153846146153847,0.9909440809230984,11
1210,0.06153846146153847,0.9331111685475864,12
2027,0.06153846146153847,0.8847109167967971,13
3231,0.025000000125000005,0.8592909029614413,14
2376,0.025000000125000005,0.8249017698896055,15
2357,0.025000000125000005,0.7856759570248029,16
2812,0.06153846146153847,0.7743736067163941,17
1513,0.06153846146153847,0.6887999260311832,18
2451,0.025000000125000005,0.5941696564209664,19
2891,0.06153846146153847,0.5653775641626435,20
2379,0.06153846146153847,0.5475091857206656,21
