stock,weight,score,rank
1303,0.050000000250000017,4.274719718051915,1
3037,0.04000000086152695,4.035089006871455,2
2303,0.022222222700848303,3.12327833563986,3
2337,0.022222222700848303,2.470655075060398,4
6446,0.09999999759618268,2.1176994471384716,5
3711,0.022222222700848303,1.9174099967406582,6
2351,0.022222222700848303,1.9072690712095124,7
2360,0.04000000086152695,1.8248582907988207,8
2313,0.04000000086152695,1.7625923197788167,9
2454,0.022222222700848303,1.6902891566027376,10
1326,0.050000000250000017,1.6165588221923024,11
2408,0.022222222700848303,1.1082239488357393,12
2883,0.09999999759618268,1.0918075881045424,13
2409,0.09999999759618268,1.0353200833073488,14
3443,0.022222222700848303,0.9256427322099545,15
2345,0.04000000086152695,0.8482725413079435,16
2308,0.04000000086152695,0.771000494254411,17
2887,0.09999999759618268,0.714538395208028,18
1802,0.050000000250000017,0.6799970523401584,19
1301,0.050000000250000017,0.6386162968635896,20
2344,0.022222222700848303,0.5827585549882173,21
6770,0.022222222700848303,0.5123470113342194,22
