stock,weight,score,rank
6770,0.03333333333333334,3.3178323097485403,1
2308,0.03333333333333334,3.2688093838284384,2
2360,0.03333333333333334,2.9199019114356815,3
2408,0.03333333333333334,2.872985240819842,4
2368,0.03333333333333334,2.7806838699450207,5
2344,0.03333333333333334,2.618821356320375,6
2449,0.03333333333333334,2.583825239841186,7
1802,0.1,2.357093125028967,8
2451,0.03333333333333334,2.0064625467953285,9
2337,0.03333333333333334,1.8779680468040034,10
3443,0.03333333333333334,1.8413921447221175,11
3037,0.03333333333333334,1.781836812786705,12
1303,0.1,1.730707129565008,13
3711,0.03333333333333334,1.1742173600697485,14
2317,0.03333333333333334,0.8093202686693337,15
1519,0.1,0.7872023917362474,16
2345,0.03333333333333334,0.7840425695321879,17
2313,0.03333333333333334,0.5941737502742231,18
2330,0.03333333333333334,0.5378736200358827,19
2231,0.1,0.5362458936880138,20
3231,0.03333333333333334,0.3965010059977882,21
3661,0.03333333333333334,0.22776244667255796,22
