window,signal,date,stock,fwd_20,short_pnl_contrib
CH,tf,2025-06-06,2915,0.07471264,-0.005336617142857142
CH,tf,2025-06-06,9945,0.054455444,-0.003889674571428571
CH,tf,2025-06-06,1216,0.04551201,-0.003250857857142857
CH,tf,2025-06-06,2912,0.029354207,-0.0020967290714285713
CH,tf,2025-06-06,1402,0.01832061,-0.001308615
CH,tf,2025-07-04,1303,0.32337433,-0.023098166428571425
CH,tf,2025-07-04,9933,0.18047883,-0.012891345
CH,tf,2025-07-04,9914,0.119617224,-0.008544087428571427
CH,tf,2025-07-04,1326,0.10504202,-0.007503001428571428
CH,tf,2025-07-04,1301,0.07528409,-0.005377435
CH,tf,2025-08-01,2351,0.15733333,-0.011238094999999998
CH,tf,2025-08-01,1326,0.15209125,-0.010863660714285715
CH,tf,2025-08-01,1229,0.06512141,-0.004651529285714286
CH,tf,2025-08-01,2409,0.045833334,-0.0032738095714285715
CH,tf,2025-08-01,4904,0.021818181,-0.0015584414999999998
CH,tf,2025-08-29,2324,0.20895523,-0.016073479230769232
CH,tf,2025-08-29,1476,0.09625,-0.007403846153846154
CH,tf,2025-08-29,2458,0.087866105,-0.006758931153846154
CH,tf,2025-08-29,2409,0.087649405,-0.006742261923076923
CH,tf,2025-08-29,1101,0.0738255,-0.005678884615384616
CH,tf,2025-09-26,2312,0.16966581,-0.012118986428571428
CH,tf,2025-09-26,2609,0.08490566,-0.006064689999999999
CH,tf,2025-09-26,4938,0.048022598,-0.0034301855714285712
CH,tf,2025-09-26,2324,0.020061728,-0.0014329805714285715
CH,tf,2025-09-26,9904,0.01559792,-0.0011141371428571429
CH,tf,2025-10-30,1102,0.06887052,-0.004919322857142857
CH,tf,2025-10-30,1402,0.064150944,-0.004582210285714285
CH,tf,2025-10-30,9904,0.044368602,-0.003169185857142857
CH,tf,2025-10-30,1101,0.033936653,-0.0024240466428571425
CH,tf,2025-10-30,2915,0.020484172,-0.0014631551428571426
CH,tf,2025-11-27,2344,0.32586208,-0.023275862857142855
CH,tf,2025-11-27,2609,0.08846154,-0.006318681428571429
CH,tf,2025-11-27,2618,0.08064516,-0.00576036857142857
CH,tf,2025-11-27,2610,0.0703125,-0.005022321428571428
CH,tf,2025-11-27,2603,0.06128134,-0.004377238571428571
CH,tf,2025-12-26,2408,0.469496,-0.03611507692307693
CH,tf,2025-12-26,1101,0.11802575,-0.009078903846153846
CH,tf,2025-12-26,2610,0.11435523,-0.008796556153846155
CH,tf,2025-12-26,3034,0.049136788,-0.0037797529230769234
CH,tf,2025-12-26,2618,0.03934871,-0.0030268238461538463
CH,tf,2026-01-26,2609,0.12615955,-0.010513295833333334
CH,tf,2026-01-26,2603,0.12566845,-0.010472370833333331
CH,tf,2026-01-26,2385,0.06355932,-0.00529661
CH,tf,2026-01-26,2615,0.06216216,-0.0051801799999999995
CH,tf,2026-01-26,2353,0.048732944,-0.004061078666666666
CH,tf,2026-03-05,4938,0.0971831,-0.006941649999999999
CH,tf,2026-03-05,2912,0.057208236,-0.004086302571428571
CH,tf,2026-03-05,2357,0.043643262,-0.003117375857142857
CH,tf,2026-03-05,1102,0.030478954,-0.0021770681428571427
CH,tf,2026-03-05,3034,0.025333334,-0.001809523857142857
CH,tf,2026-04-02,2408,0.36893204,-0.026352288571428573
CH,tf,2026-04-02,2376,0.35280898,-0.025200641428571428
CH,tf,2026-04-02,2354,0.286,-0.020428571428571424
CH,tf,2026-04-02,3034,0.14824447,-0.010588890714285712
CH,tf,2026-04-02,2377,0.12107623,-0.008648302142857143
CH,tf,2026-05-05,2377,0.465,-0.03321428571428572
CH,tf,2026-05-05,9910,0.19912791,-0.014223422142857142
CH,tf,2026-05-05,2385,0.13229571,-0.009449693571428571
CH,tf,2026-05-05,2542,0.08585858,-0.006132755714285714
CH,tf,2026-05-05,5880,0.07625272,-0.005446622857142857
CH,tf,2026-06-02,2634,0.1641791,-0.01172707857142857
CH,tf,2026-06-02,2610,0.1453634,-0.0103831
CH,tf,2026-06-02,2886,0.10444178,-0.007460127142857142
CH,tf,2026-06-02,9945,0.08553971,-0.006109979285714285
CH,tf,2026-06-02,9921,0.07244318,-0.005174512857142857
CH,d12,2023-01-03,2379,0.19377163,-0.013840830714285714
CH,d12,2023-01-03,2882,0.0738423,-0.00527445
CH,d12,2023-01-03,3037,0.07083333,-0.005059523571428571
CH,d12,2023-01-03,2884,0.05882353,-0.004201680714285714
CH,d12,2023-01-03,1303,0.053146854,-0.003796203857142857
CH,d12,2023-02-10,2609,0.12711865,-0.009079903571428571
CH,d12,2023-02-10,2379,0.11304348,-0.008074534285714285
CH,d12,2023-02-10,2412,0.04845815,-0.0034612964285714283
CH,d12,2023-02-10,2610,0.026455026,-0.0018896447142857141
CH,d12,2023-02-10,3037,0.019455252,-0.001389660857142857
CH,d12,2023-03-14,4904,0.10212766,-0.007294832857142856
CH,d12,2023-03-14,3037,0.061068702,-0.004362050142857143
CH,d12,2023-03-14,2884,0.052083332,-0.003720238
CH,d12,2023-03-14,9921,0.05027933,-0.003591380714285714
CH,d12,2023-03-14,2886,0.0453125,-0.0032366071428571426
CH,d12,2023-04-14,9921,0.17553191,-0.012537993571428572
CH,d12,2023-04-14,2912,0.05904059,-0.004217184999999999
CH,d12,2023-04-14,2886,0.050822124,-0.003630151714285714
CH,d12,2023-04-14,2618,0.036968578,-0.0026406127142857144
CH,d12,2023-04-14,5880,0.035781544,-0.002555824571428571
CH,d12,2023-05-15,2360,0.29473683,-0.021052630714285713
CH,d12,2023-05-15,2317,0.10294118,-0.0073529414285714275
CH,d12,2023-05-15,2409,0.08797654,-0.006284038571428572
CH,d12,2023-05-15,2313,0.04784689,-0.003417635
CH,d12,2023-05-15,9945,0.047008548,-0.003357753428571428
CH,d12,2023-06-12,9921,0.10165485,-0.0072610607142857145
CH,d12,2023-06-12,3008,0.078475334,-0.0056053809999999996
CH,d12,2023-06-12,2313,0.043378994,-0.003098499571428571
CH,d12,2023-06-12,2890,0.011494253,-0.0008210180714285714
CH,d12,2023-06-12,1402,-0.012269938,0.0008764241428571428
CH,d12,2023-07-12,1802,0.17927171,-0.012805122142857141
CH,d12,2023-07-12,2603,0.1261731,-0.009012364285714286
CH,d12,2023-07-12,2606,0.037470724,-0.0026764802857142853
CH,d12,2023-07-12,2609,0.029545454,-0.0021103895714285714
CH,d12,2023-07-12,2615,0.026369167,-0.0018835119285714283
CH,d12,2023-08-10,2337,0.13464697,-0.009617640714285714
CH,d12,2023-08-10,2603,-0.009259259,0.0006613756428571429
CH,d12,2023-08-10,1102,-0.01125,0.0008035714285714284
CH,d12,2023-08-10,1301,-0.022619048,0.0016156462857142857
CH,d12,2023-08-10,1303,-0.027298851,0.0019499179285714283
CH,d12,2023-09-07,1590,0.09071274,-0.006479481428571428
CH,d12,2023-09-07,2027,0.03462604,-0.0024732885714285713
CH,d12,2023-09-07,2637,0.029475983,-0.002105427357142857
CH,d12,2023-09-07,2606,0.013114754,-0.0009367681428571427
CH,d12,2023-09-07,2609,-0.0023446658,0.00016747612857142855
CH,d12,2023-10-06,1590,0.089108914,-0.006364922428571428
CH,d12,2023-10-06,6770,0.04805915,-0.0034327964285714285
CH,d12,2023-10-06,2603,0.038647342,-0.0027605244285714287
CH,d12,2023-10-06,2303,0.03411514,-0.002436795714285714
CH,d12,2023-10-06,2606,0.020496225,-0.0014640160714285712
CH,d12,2023-11-07,2606,0.1564482,-0.011174871428571428
CH,d12,2023-11-07,2615,0.112798266,-0.008057018999999999
CH,d12,2023-11-07,2603,0.0883721,-0.006312292857142856
CH,d12,2023-11-07,2883,0.07860262,-0.005614472857142856
CH,d12,2023-11-07,2002,0.067073174,-0.004790941
CH,d12,2023-12-05,2603,0.37606838,-0.02686202714285714
CH,d12,2023-12-05,2609,0.28331468,-0.020236762857142855
CH,d12,2023-12-05,2615,0.11111111,-0.007936507857142857
CH,d12,2023-12-05,2337,0.094736844,-0.006766917428571428
CH,d12,2023-12-05,2002,0.017142856,-0.0012244897142857144
CH,d12,2024-01-03,1503,0.12931034,-0.009236452857142856
CH,d12,2024-01-03,1513,0.06329114,-0.004520795714285714
CH,d12,2024-01-03,2618,-0.04328358,0.0030916842857142855
CH,d12,2024-01-03,9910,-0.04373178,0.003123698571428571
CH,d12,2024-01-03,1303,-0.05030488,0.0035932057142857143
CH,d12,2024-01-31,1503,0.38549617,-0.027535440714285715
CH,d12,2024-01-31,2360,0.3486005,-0.02490003571428571
CH,d12,2024-01-31,9921,0.19390582,-0.013850415714285714
CH,d12,2024-01-31,2376,0.1323764,-0.009455457142857143
CH,d12,2024-01-31,2308,0.096491225,-0.006892230357142857
CH,d12,2024-03-11,2634,0.1588785,-0.012221423076923078
CH,d12,2024-03-11,2382,0.11787819,-0.009067553076923076
CH,d12,2024-03-11,2002,0.04761905,-0.0036630038461538464
CH,d12,2024-03-11,1301,0.023088023,-0.0017760017692307693
CH,d12,2024-03-11,2308,0.0224,-0.001723076923076923
CH,d12,2024-04-10,2615,0.42410713,-0.030293366428571427
CH,d12,2024-04-10,2610,0.13533835,-0.009667025
CH,d12,2024-04-10,2542,0.09975669,-0.0071254778571428565
CH,d12,2024-04-10,2201,0.054834057,-0.0039167183571428565
CH,d12,2024-04-10,1101,0.027777778,-0.001984127
CH,d12,2024-05-09,3443,0.26377952,-0.018841394285714283
CH,d12,2024-05-09,2345,0.15276273,-0.010911623571428572
CH,d12,2024-05-09,1476,0.12909836,-0.009221311428571428
CH,d12,2024-05-09,2308,0.0815047,-0.005821764285714286
CH,d12,2024-05-09,1101,0.034534536,-0.002466752571428571
CH,d12,2024-06-06,2368,0.18489583,-0.013206845
CH,d12,2024-06-06,2408,0.14969136,-0.010692239999999999
CH,d12,2024-06-06,6770,0.08080808,-0.005772005714285714
CH,d12,2024-06-06,2345,0.058270678,-0.0041621912857142855
CH,d12,2024-06-06,5880,0.030947777,-0.0022105554999999996
CH,d12,2024-07-05,5880,-0.018761726,0.0013401232857142857
CH,d12,2024-07-05,1326,-0.029501526,0.002107251857142857
CH,d12,2024-07-05,1303,-0.035532996,0.0025380711428571426
CH,d12,2024-07-05,2337,-0.04609929,0.0032928064285714285
CH,d12,2024-07-05,2002,-0.05106383,0.003647416428571428
CH,d12,2024-08-06,3661,0.101149425,-0.007224958928571428
CH,d12,2024-08-06,2324,0.032310177,-0.002307869785714286
CH,d12,2024-08-06,2385,0.019480519,-0.0013914656428571429
CH,d12,2024-08-06,1590,0.012531328,-0.000895094857142857
CH,d12,2024-08-06,3443,-0.027586207,0.001970443357142857
CH,d12,2024-09-03,1590,0.25618812,-0.018299151428571428
CH,d12,2024-09-03,3443,0.12462006,-0.008901432857142857
CH,d12,2024-09-03,2002,0.12264151,-0.008760107857142856
CH,d12,2024-09-03,1303,0.12222222,-0.008730158571428571
CH,d12,2024-09-03,1301,0.1106383,-0.007902735714285713
CH,d12,2024-10-04,3661,0.2922252,-0.020873228571428572
CH,d12,2024-10-04,2356,0.20601852,-0.014715608571428571
CH,d12,2024-10-04,3037,0.17314488,-0.012367491428571428
CH,d12,2024-10-04,3231,0.17156863,-0.012254902142857143
CH,d12,2024-10-04,2376,0.13059701,-0.009328357857142857
CH,d12,2024-11-05,2385,-0.009771987,0.0006979990714285713
CH,d12,2024-11-05,1519,-0.020547945,0.001467710357142857
CH,d12,2024-11-05,1503,-0.026378896,0.001884206857142857
CH,d12,2024-11-05,3661,-0.026970955,0.0019264967857142857
CH,d12,2024-11-05,2356,-0.028790787,0.0020564847857142857
CH,d12,2024-12-03,3661,0.3219616,-0.022997257142857143
CH,d12,2024-12-03,2313,0.113964684,-0.00814033457142857
CH,d12,2024-12-03,1590,0.06125,-0.0043749999999999995
CH,d12,2024-12-03,2353,0.05950841,-0.004250600714285714
CH,d12,2024-12-03,3034,0.04338843,-0.0030991735714285713
CH,d12,2024-12-31,4938,0.082959644,-0.005925688857142857
CH,d12,2024-12-31,6770,0.07324841,-0.005232029285714286
CH,d12,2024-12-31,9921,0.024911031,-0.001779359357142857
CH,d12,2024-12-31,1303,0.011705685,-0.0008361203571428572
CH,d12,2024-12-31,2337,-0.0076726344,0.0005480453142857142
CH,d12,2025-02-07,2408,0.35714287,-0.025510204999999998
CH,d12,2025-02-07,2344,0.34035087,-0.024310776428571428
CH,d12,2025-02-07,1301,0.16244411,-0.011603150714285713
CH,d12,2025-02-07,9921,0.15625,-0.011160714285714284
CH,d12,2025-02-07,1326,0.117082536,-0.008363038285714285
CH,d12,2025-03-10,2303,-0.022296544,0.0018580453333333334
CH,d12,2025-03-10,2409,-0.105960265,0.008830022083333333
CH,d12,2025-03-10,1301,-0.10769231,0.008974359166666666
CH,d12,2025-03-10,1303,-0.12462908,0.010385756666666666
CH,d12,2025-03-10,2337,-0.12790698,0.010658915
CH,d12,2025-04-09,1519,0.30975956,-0.022125682857142854
CH,d12,2025-04-09,2360,0.29006085,-0.02071863214285714
CH,d12,2025-04-09,2313,0.2584964,-0.01846402857142857
CH,d12,2025-04-09,3037,0.21317829,-0.015227020714285713
CH,d12,2025-04-09,1513,0.16666667,-0.011904762142857142
CH,d12,2025-05-08,2449,0.13585746,-0.013585746000000003
CH,d12,2025-05-08,6770,0.07931034,-0.007931034
CH,d12,2025-05-08,2317,0.05102041,-0.005102041000000001
CH,d12,2025-05-08,1301,-0.028885832,0.0028885832
CH,d12,2025-05-08,1476,-0.036556605,0.0036556605
CH,d12,2025-06-06,3037,0.15,-0.010714285714285713
CH,d12,2025-06-06,1476,0.085679315,-0.006119951071428572
CH,d12,2025-06-06,9945,0.054455444,-0.003889674571428571
CH,d12,2025-06-06,2317,0.042071197,-0.0030050854999999995
CH,d12,2025-06-06,2354,0.032786883,-0.0023419202142857145
CH,d12,2025-07-04,3037,0.13913043,-0.009937887857142856
CH,d12,2025-07-04,9914,0.119617224,-0.008544087428571427
CH,d12,2025-07-04,1326,0.10504202,-0.007503001428571428
CH,d12,2025-07-04,9921,0.04524887,-0.0032320621428571423
CH,d12,2025-07-04,2458,0.036585364,-0.0026132402857142857
CH,d12,2025-08-01,2409,0.045833334,-0.0032738095714285715
CH,d12,2025-08-01,1476,0.034928847,-0.0024949176428571427
CH,d12,2025-08-01,2618,0.022280471,-0.0015914622142857143
CH,d12,2025-08-01,9933,-0.0015600624,0.00011143302857142856
CH,d12,2025-08-01,9904,-0.007017544,0.0005012531428571428
CH,d12,2025-08-29,2324,0.20895523,-0.01492537357142857
CH,d12,2025-08-29,1476,0.09625,-0.006875
CH,d12,2025-08-29,2458,0.087866105,-0.006276150357142856
CH,d12,2025-08-29,1101,0.0738255,-0.00527325
CH,d12,2025-08-29,2353,0.065404475,-0.004671748214285714
CH,d12,2025-09-26,1590,0.20982736,-0.01498766857142857
CH,d12,2025-09-26,2312,0.16966581,-0.012118986428571428
CH,d12,2025-09-26,2609,0.08490566,-0.006064689999999999
CH,d12,2025-09-26,2637,0.07666099,-0.0054757849999999995
CH,d12,2025-09-26,4938,0.048022598,-0.0034301855714285712
CH,d12,2025-10-30,1102,0.06887052,-0.004919322857142857
CH,d12,2025-10-30,1402,0.064150944,-0.004582210285714285
CH,d12,2025-10-30,1101,0.033936653,-0.0024240466428571425
CH,d12,2025-10-30,2027,0.010899182,-0.000778513
CH,d12,2025-10-30,1210,0.0,-0.0
CH,d12,2025-11-27,2609,0.08846154,-0.006318681428571429
CH,d12,2025-11-27,2618,0.08064516,-0.00576036857142857
CH,d12,2025-11-27,2603,0.06128134,-0.004377238571428571
CH,d12,2025-11-27,2002,0.04657534,-0.00332681
CH,d12,2025-11-27,1101,0.019693654,-0.0014066895714285714
CH,d12,2025-12-26,1101,0.11802575,-0.008430410714285713
CH,d12,2025-12-26,2610,0.11435523,-0.008168230714285714
CH,d12,2025-12-26,3034,0.049136788,-0.0035097705714285713
CH,d12,2025-12-26,2377,0.016753927,-0.0011967090714285712
CH,d12,2025-12-26,2353,0.01183432,-0.0008453085714285715
CH,d12,2026-01-26,2609,0.12615955,-0.009011396428571428
CH,d12,2026-01-26,2385,0.06355932,-0.004539951428571429
CH,d12,2026-01-26,2615,0.06216216,-0.0044401542857142855
CH,d12,2026-01-26,2353,0.048732944,-0.0034809245714285714
CH,d12,2026-01-26,2357,0.04563492,-0.003259637142857143
CH,d12,2026-03-05,2379,0.07775378,-0.005553841428571428
CH,d12,2026-03-05,2912,0.057208236,-0.004086302571428571
CH,d12,2026-03-05,2357,0.043643262,-0.003117375857142857
CH,d12,2026-03-05,1102,0.030478954,-0.0021770681428571427
CH,d12,2026-03-05,3034,0.025333334,-0.001809523857142857
CH,d12,2026-04-02,3661,0.6876155,-0.04911539285714286
CH,d12,2026-04-02,2376,0.35280898,-0.025200641428571428
CH,d12,2026-04-02,2354,0.286,-0.020428571428571424
CH,d12,2026-04-02,6414,0.26268116,-0.018762940000000002
CH,d12,2026-04-02,2357,0.14363636,-0.010259739999999998
CH,d12,2026-05-05,2357,0.4801272,-0.03429479999999999
CH,d12,2026-05-05,2377,0.465,-0.03321428571428572
CH,d12,2026-05-05,9910,0.19912791,-0.014223422142857142
CH,d12,2026-05-05,2385,0.13229571,-0.009449693571428571
CH,d12,2026-05-05,2610,0.11142062,-0.007958615714285714
CH,d12,2026-06-02,2634,0.1641791,-0.01172707857142857
CH,d12,2026-06-02,2610,0.1453634,-0.0103831
CH,d12,2026-06-02,2915,0.08900524,-0.006357517142857143
CH,d12,2026-06-02,9945,0.08553971,-0.006109979285714285
CH,d12,2026-06-02,9921,0.07244318,-0.005174512857142857
CH,blend50,2023-01-03,2886,0.09539474,-0.00681391
CH,blend50,2023-01-03,2882,0.0738423,-0.00527445
CH,blend50,2023-01-03,2884,0.05882353,-0.004201680714285714
CH,blend50,2023-01-03,1303,0.053146854,-0.003796203857142857
CH,blend50,2023-01-03,2883,0.031620555,-0.0022586110714285716
CH,blend50,2023-02-10,2609,0.12711865,-0.009079903571428571
CH,blend50,2023-02-10,2637,0.12274959,-0.008767827857142857
CH,blend50,2023-02-10,2412,0.04845815,-0.0034612964285714283
CH,blend50,2023-02-10,2610,0.026455026,-0.0018896447142857141
CH,blend50,2023-02-10,4904,0.018786127,-0.0013418662142857141
CH,blend50,2023-03-14,4904,0.10212766,-0.007294832857142856
CH,blend50,2023-03-14,3045,0.073619634,-0.0052585452857142854
CH,blend50,2023-03-14,3037,0.061068702,-0.004362050142857143
CH,blend50,2023-03-14,2883,0.06,-0.004285714285714285
CH,blend50,2023-03-14,1301,0.056179777,-0.004012841214285714
CH,blend50,2023-04-14,9921,0.17553191,-0.012537993571428572
CH,blend50,2023-04-14,2886,0.050822124,-0.003630151714285714
CH,blend50,2023-04-14,2891,0.046666667,-0.003333333357142857
CH,blend50,2023-04-14,2618,0.036968578,-0.0026406127142857144
CH,blend50,2023-04-14,2884,0.017821781,-0.001272984357142857
CH,blend50,2023-05-15,2618,0.2905526,-0.02075375714285714
CH,blend50,2023-05-15,2610,0.19109948,-0.013649962857142855
CH,blend50,2023-05-15,2317,0.10294118,-0.0073529414285714275
CH,blend50,2023-05-15,2886,0.07396871,-0.005283479285714285
CH,blend50,2023-05-15,2313,0.04784689,-0.003417635
CH,blend50,2023-06-12,9921,0.10165485,-0.0072610607142857145
CH,blend50,2023-06-12,2313,0.043378994,-0.003098499571428571
CH,blend50,2023-06-12,2890,0.011494253,-0.0008210180714285714
CH,blend50,2023-06-12,2915,0.0032948928,-0.0002353494857142857
CH,blend50,2023-06-12,2912,0.0017513135,-0.0001250938214285714
CH,blend50,2023-07-12,1802,0.17927171,-0.012805122142857141
CH,blend50,2023-07-12,2615,0.026369167,-0.0018835119285714283
CH,blend50,2023-07-12,1326,0.024960998,-0.0017829284285714286
CH,blend50,2023-07-12,2883,0.020576132,-0.0014697237142857142
CH,blend50,2023-07-12,1301,0.015719468,-0.0011228191428571427
CH,blend50,2023-08-10,2313,0.16778524,-0.01198466
CH,blend50,2023-08-10,2337,0.13464697,-0.009617640714285714
CH,blend50,2023-08-10,2637,0.02690583,-0.0019218449999999997
CH,blend50,2023-08-10,3045,-0.008483564,0.0006059688571428571
CH,blend50,2023-08-10,1301,-0.022619048,0.0016156462857142857
CH,blend50,2023-09-07,1590,0.09071274,-0.006479481428571428
CH,blend50,2023-09-07,2880,0.02189781,-0.0015641292857142856
CH,blend50,2023-09-07,1102,0.02022756,-0.0014448257142857142
CH,blend50,2023-09-07,2606,0.013114754,-0.0009367681428571427
CH,blend50,2023-09-07,2883,0.0,-0.0
CH,blend50,2023-10-06,1590,0.089108914,-0.006364922428571428
CH,blend50,2023-10-06,6770,0.04805915,-0.0034327964285714285
CH,blend50,2023-10-06,2303,0.03411514,-0.002436795714285714
CH,blend50,2023-10-06,1402,0.032534245,-0.002323874642857143
CH,blend50,2023-10-06,3045,0.025026068,-0.0017875762857142855
CH,blend50,2023-11-07,2606,0.1564482,-0.011174871428571428
CH,blend50,2023-11-07,2615,0.112798266,-0.008057018999999999
CH,blend50,2023-11-07,2603,0.0883721,-0.006312292857142856
CH,blend50,2023-11-07,2883,0.07860262,-0.005614472857142856
CH,blend50,2023-11-07,2002,0.067073174,-0.004790941
CH,blend50,2023-12-05,2603,0.37606838,-0.02686202714285714
CH,blend50,2023-12-05,2609,0.28331468,-0.020236762857142855
CH,blend50,2023-12-05,2615,0.11111111,-0.007936507857142857
CH,blend50,2023-12-05,2002,0.017142856,-0.0012244897142857144
CH,blend50,2023-12-05,2027,-0.0012771392,9.122422857142855e-05
CH,blend50,2024-01-03,9921,0.0055710305,-0.0004285408076923077
CH,blend50,2024-01-03,2317,-0.009615385,0.000739645
CH,blend50,2024-01-03,2887,-0.033613447,0.002585649769230769
CH,blend50,2024-01-03,1303,-0.05030488,0.0038696061538461544
CH,blend50,2024-01-03,2027,-0.05370844,0.004131418461538462
CH,blend50,2024-01-31,2360,0.3486005,-0.02490003571428571
CH,blend50,2024-01-31,9914,0.24347825,-0.01739130357142857
CH,blend50,2024-01-31,9921,0.19390582,-0.013850415714285714
CH,blend50,2024-01-31,2308,0.096491225,-0.006892230357142857
CH,blend50,2024-01-31,2207,0.038819876,-0.0027728482857142856
CH,blend50,2024-03-11,2634,0.1588785,-0.012221423076923078
CH,blend50,2024-03-11,2354,0.068716094,-0.005285853384615386
CH,blend50,2024-03-11,2002,0.04761905,-0.0036630038461538464
CH,blend50,2024-03-11,1301,0.023088023,-0.0017760017692307693
CH,blend50,2024-03-11,2308,0.0224,-0.001723076923076923
CH,blend50,2024-04-10,2610,0.13533835,-0.009667025
CH,blend50,2024-04-10,2542,0.09975669,-0.0071254778571428565
CH,blend50,2024-04-10,2201,0.054834057,-0.0039167183571428565
CH,blend50,2024-04-10,2351,0.033980582,-0.0024271844285714285
CH,blend50,2024-04-10,1101,0.027777778,-0.001984127
CH,blend50,2024-05-09,2351,0.39906102,-0.028504358571428568
CH,blend50,2024-05-09,2401,0.2366548,-0.016903914285714285
CH,blend50,2024-05-09,2231,0.21860465,-0.015614617857142857
CH,blend50,2024-05-09,2312,0.18394649,-0.013139034999999999
CH,blend50,2024-05-09,1101,0.034534536,-0.002466752571428571
CH,blend50,2024-06-06,2408,0.14969136,-0.010692239999999999
CH,blend50,2024-06-06,6770,0.08080808,-0.005772005714285714
CH,blend50,2024-06-06,2337,0.06818182,-0.00487013
CH,blend50,2024-06-06,5880,0.030947777,-0.0022105554999999996
CH,blend50,2024-06-06,2912,0.023765996,-0.001697571142857143
CH,blend50,2024-07-05,2207,-0.011345219,0.0008103727857142857
CH,blend50,2024-07-05,5880,-0.018761726,0.0013401232857142857
CH,blend50,2024-07-05,1326,-0.029501526,0.002107251857142857
CH,blend50,2024-07-05,1303,-0.035532996,0.0025380711428571426
CH,blend50,2024-07-05,2337,-0.04609929,0.0032928064285714285
CH,blend50,2024-08-06,3661,0.101149425,-0.007224958928571428
CH,blend50,2024-08-06,9910,0.037593983,-0.0026852844999999998
CH,blend50,2024-08-06,2385,0.019480519,-0.0013914656428571429
CH,blend50,2024-08-06,1590,0.012531328,-0.000895094857142857
CH,blend50,2024-08-06,2458,0.011111111,-0.0007936507857142856
CH,blend50,2024-09-03,1590,0.25618812,-0.018299151428571428
CH,blend50,2024-09-03,3443,0.12462006,-0.008901432857142857
CH,blend50,2024-09-03,2002,0.12264151,-0.008760107857142856
CH,blend50,2024-09-03,1303,0.12222222,-0.008730158571428571
CH,blend50,2024-09-03,1301,0.1106383,-0.007902735714285713
CH,blend50,2024-10-04,3661,0.2922252,-0.020873228571428572
CH,blend50,2024-10-04,2356,0.20601852,-0.014715608571428571
CH,blend50,2024-10-04,2324,0.058479533,-0.0041771095
CH,blend50,2024-10-04,2458,0.044982698,-0.003213049857142857
CH,blend50,2024-10-04,3034,-0.028431373,0.002030812357142857
CH,blend50,2024-11-05,2201,0.01056338,-0.0007545271428571428
CH,blend50,2024-11-05,2027,-0.008784773,0.0006274837857142856
CH,blend50,2024-11-05,2385,-0.009771987,0.0006979990714285713
CH,blend50,2024-11-05,3034,-0.02320888,0.0016577771428571428
CH,blend50,2024-11-05,1503,-0.026378896,0.001884206857142857
CH,blend50,2024-12-03,2313,0.113964684,-0.00814033457142857
CH,blend50,2024-12-03,1590,0.06125,-0.0043749999999999995
CH,blend50,2024-12-03,2353,0.05950841,-0.004250600714285714
CH,blend50,2024-12-03,3034,0.04338843,-0.0030991735714285713
CH,blend50,2024-12-03,2634,0.022909507,-0.001636393357142857
CH,blend50,2024-12-31,6770,0.07324841,-0.005232029285714286
CH,blend50,2024-12-31,3034,0.06534653,-0.004667609285714285
CH,blend50,2024-12-31,9921,0.024911031,-0.001779359357142857
CH,blend50,2024-12-31,1303,0.011705685,-0.0008361203571428572
CH,blend50,2024-12-31,2337,-0.0076726344,0.0005480453142857142
CH,blend50,2025-02-07,2408,0.35714287,-0.025510204999999998
CH,blend50,2025-02-07,2344,0.34035087,-0.024310776428571428
CH,blend50,2025-02-07,1301,0.16244411,-0.011603150714285713
CH,blend50,2025-02-07,9921,0.15625,-0.011160714285714284
CH,blend50,2025-02-07,1326,0.117082536,-0.008363038285714285
CH,blend50,2025-03-10,2303,-0.022296544,0.0018580453333333334
CH,blend50,2025-03-10,2890,-0.054054055,0.0045045045833333325
CH,blend50,2025-03-10,2409,-0.105960265,0.008830022083333333
CH,blend50,2025-03-10,1301,-0.10769231,0.008974359166666666
CH,blend50,2025-03-10,1303,-0.12462908,0.010385756666666666
CH,blend50,2025-04-09,1503,0.33333334,-0.023809524285714284
CH,blend50,2025-04-09,2313,0.2584964,-0.01846402857142857
CH,blend50,2025-04-09,3037,0.21317829,-0.015227020714285713
CH,blend50,2025-04-09,1513,0.16666667,-0.011904762142857142
CH,blend50,2025-04-09,2449,0.13814956,-0.009867825714285714
CH,blend50,2025-05-08,2449,0.13585746,-0.013585746000000003
CH,blend50,2025-05-08,2317,0.05102041,-0.005102041000000001
CH,blend50,2025-05-08,4938,0.023923445,-0.0023923445000000004
CH,blend50,2025-05-08,1301,-0.028885832,0.0028885832
CH,blend50,2025-05-08,1326,-0.038986355,0.0038986355000000003
CH,blend50,2025-06-06,3037,0.15,-0.010714285714285713
CH,blend50,2025-06-06,2915,0.07471264,-0.005336617142857142
CH,blend50,2025-06-06,9945,0.054455444,-0.003889674571428571
CH,blend50,2025-06-06,2354,0.032786883,-0.0023419202142857145
CH,blend50,2025-06-06,2324,0.021015761,-0.0015011257857142856
CH,blend50,2025-07-04,1303,0.32337433,-0.023098166428571425
CH,blend50,2025-07-04,9933,0.18047883,-0.012891345
CH,blend50,2025-07-04,9914,0.119617224,-0.008544087428571427
CH,blend50,2025-07-04,1326,0.10504202,-0.007503001428571428
CH,blend50,2025-07-04,2351,0.057827927,-0.004130566214285714
CH,blend50,2025-08-01,2351,0.15733333,-0.011238094999999998
